,EFINVA,EFSIZE,EFMJIE
58760,0,2,1
58761,0,2,2
58762,0,4,1
58763,0,4,2
58766,-2600,1,1
58767,0,1,1
58768,0,1,1
58769,0,1,1
58770,0,3,2
58771,0,3,2
58772,0,3,1
58773,3400,1,1
58774,125,2,2
58775,125,2,1
58776,500,3,1
58777,500,3,2
58779,17000,1,1
58780,175,1,1
58781,7250,1,1
58782,0,5,2
58783,0,5,2
58784,0,5,2
58785,0,5,1
58787,0,4,1
58788,0,4,2
58789,0,4,2
58790,0,4,2
58791,0,1,1
58792,0,2,2
58793,0,2,1
58794,0,2,1
58795,0,2,2
58796,3625,2,2
58797,3625,2,1
58798,50,2,2
58799,50,2,1
58800,2800,1,1
58801,450,2,1
58802,450,2,2
58803,8750,1,1
58804,0,3,1
58807,3250,2,1
58808,3250,2,2
58809,0,2,2
58810,0,2,1
58811,2500,1,1
58812,0,1,1
58813,50,6,1
58814,50,6,2
58819,0,4,1
58820,0,4,2
58821,0,4,2
58823,-2025,2,2
58824,-2025,2,1
58825,46000,2,1
58826,46000,2,2
58827,40025,2,2
58828,40025,2,1
58829,0,5,2
58830,0,5,1
58833,0,5,2
58834,1800,1,1
58835,0,1,1
58836,0,2,1
58838,0,2,1
58839,0,2,2
58840,0,1,1
58841,825,3,2
58842,825,3,1
58843,825,3,2
58844,0,2,1
58845,0,2,2
58846,7850,3,2
58847,7850,3,1
58848,7850,3,2
58849,0,1,1
58850,0,3,2
58851,0,3,1
58853,125,3,2
58854,125,3,1
58856,425,3,2
58857,425,3,1
58858,425,3,2
58859,800,3,2
58860,800,3,2
58861,800,3,1
58862,0,1,1
58863,375,3,1
58864,375,3,2
58866,19500,1,1
58867,75,4,1
58868,75,4,2
58871,0,1,1
58872,0,2,1
58873,0,2,2
58874,0,1,1
58875,50,6,2
58876,50,6,2
58877,50,6,2
58879,50,6,2
58880,50,6,1
58881,0,1,1
58882,0,2,1
58883,0,2,2
58884,11350,2,2
58885,11350,2,1
58886,1500,1,1
58887,2600,3,1
58888,2600,3,2
58890,200,5,1
58891,200,5,2
58894,200,5,2
58895,0,2,2
58896,0,2,1
58897,25,3,1
58900,0,3,1
58903,0,1,1
58904,6500,1,1
58905,12000,1,1
58906,0,4,1
58907,0,4,2
58910,0,3,1
58911,0,3,2
58912,0,3,2
58913,0,2,1
58914,0,2,2
58915,1675,2,1
58916,1675,2,2
58917,0,1,1
58918,4200,2,2
58919,4200,2,1
58920,12500,2,1
58921,12500,2,2
58922,0,2,2
58923,0,2,1
58924,0,1,1
58925,0,2,2
58926,0,2,1
58927,0,4,1
58928,0,4,2
58931,-6325,3,1
58932,-6325,3,2
58933,-6325,3,2
58934,1100,2,2
58935,1100,2,1
58936,0,1,1
58937,0,3,1
58940,0,2,2
58941,0,2,1
58942,1575,2,1
58943,1575,2,2
58944,0,4,2
58945,0,4,1
58948,0,2,1
58949,0,2,2
58950,0,2,1
58951,0,2,2
58952,13000,2,1
58953,13000,2,2
58954,0,1,1
58955,100,2,1
58956,100,2,2
58957,0,2,2
58958,0,2,1
58959,0,2,1
58960,0,2,2
58961,0,1,1
58962,0,1,1
58963,0,1,1
58964,2400,2,1
58965,2400,2,2
58966,0,2,1
58967,0,2,2
58968,75,2,2
58969,75,2,1
58970,0,2,1
58971,0,2,2
58972,0,2,1
58974,0,3,2
58975,0,3,1
58977,1300,3,2
58978,1300,3,1
58980,425,4,1
58981,425,4,2
58982,425,4,2
58984,0,1,1
58985,0,2,2
58986,0,2,1
58987,52000,2,1
58988,52000,2,2
58989,0,1,1
58990,0,1,1
58991,200,1,1
58992,0,2,2
58993,0,2,1
58994,0,1,1
58995,0,3,2
58996,0,3,1
58998,-2000,2,1
58999,-2000,2,2
59000,0,2,1
59001,0,2,2
59002,0,6,1
59003,0,6,2
59004,0,6,2
59005,0,6,2
59008,58000,2,1
59009,58000,2,2
59010,0,2,1
59011,0,2,2
59012,650,2,2
59013,650,2,1
59014,0,1,1
59015,0,1,1
59016,0,1,1
59017,1550,3,2
59018,1550,3,2
59019,1550,3,1
59020,0,2,1
59021,0,2,2
59022,0,3,1
59023,0,3,2
59024,0,3,2
59025,0,2,2
59026,0,2,1
59027,0,2,2
59028,0,2,1
59029,450,4,2
59030,450,4,1
59033,0,1,1
59034,0,2,1
59036,5775,2,1
59037,5775,2,2
59038,0,4,2
59039,0,4,1
59042,0,2,1
59043,0,2,2
59044,0,4,1
59045,0,4,2
59048,0,4,1
59049,0,4,2
59052,575,4,2
59053,575,4,1
59056,260000,3,1
59057,260000,3,2
59059,9925,2,1
59060,9925,2,2
59061,0,1,1
59062,75,3,2
59063,75,3,1
59064,75,3,2
59065,0,2,1
59066,0,2,2
59067,4525,2,2
59068,4525,2,1
59069,1300,2,2
59070,1300,2,1
59071,0,1,1
59072,0,1,1
59073,0,3,1
59074,0,3,2
59075,0,3,2
59076,11500,2,2
59077,11500,2,1
59078,0,2,2
59079,0,2,1
59080,0,3,1
59083,0,1,1
59084,0,1,1
59085,0,1,1
59086,0,1,1
59087,1750,2,1
59088,1750,2,2
59089,75,4,1
59090,75,4,2
59091,75,4,2
59092,75,4,2
59093,0,1,1
59094,0,3,1
59095,0,3,2
59096,0,3,2
59097,75,3,2
59098,75,3,2
59099,75,3,1
59100,0,1,1
59101,0,4,1
59102,0,4,2
59103,0,4,2
59104,0,4,2
59105,0,1,1
59106,1700,2,1
59108,0,1,1
59109,1450,1,1
59110,225,2,1
59111,225,2,2
59112,-2100,3,2
59113,-2100,3,2
59114,-2100,3,1
59115,0,2,1
59116,0,2,2
59117,0,1,1
59118,0,4,1
59119,0,4,2
59122,3400,2,1
59123,3400,2,2
59124,0,1,1
59125,6900,2,2
59126,6900,2,1
59127,0,3,1
59128,0,3,2
59130,0,1,1
59131,-1200,4,1
59132,-1200,4,2
59135,650,2,1
59136,650,2,2
59137,0,1,1
59138,25,3,2
59139,25,3,1
59141,0,4,1
59145,0,3,2
59146,0,3,1
59148,0,5,1
59149,0,5,2
59153,0,1,1
59154,0,5,2
59155,0,5,2
59156,0,5,1
59158,0,5,2
59159,0,2,1
59161,125,1,1
59162,0,4,1
59163,0,4,2
59166,50,3,1
59167,50,3,2
59168,50,3,2
59169,0,1,1
59170,0,4,2
59171,0,4,1
59174,29000,4,2
59175,29000,4,1
59178,0,4,1
59179,0,4,2
59182,0,2,1
59183,0,2,2
59184,0,1,1
59185,0,5,1
59186,0,5,2
59187,0,5,2
59188,0,5,2
59190,0,2,1
59191,0,2,2
59192,0,2,1
59193,0,2,2
59194,225,2,1
59195,225,2,2
59196,0,2,1
59197,0,2,2
59198,375,2,2
59199,375,2,1
59200,10500,2,2
59201,10500,2,1
59202,125,3,2
59203,125,3,1
59204,125,3,2
59205,24750,2,1
59206,24750,2,2
59207,0,2,2
59208,0,2,1
59209,3500,1,1
59210,225,2,1
59211,0,1,1
59212,225,2,2
59213,50,2,1
59214,50,2,2
59215,2825,4,1
59216,2825,4,2
59219,325,2,2
59220,325,2,1
59221,0,2,2
59222,0,2,1
59223,675,2,1
59224,675,2,2
59225,0,2,2
59226,0,2,1
59227,200,2,2
59228,200,2,1
59229,0,1,1
59230,125,5,2
59231,125,5,2
59232,125,5,1
59233,125,5,2
59235,775,2,2
59236,775,2,1
59237,0,4,1
59238,0,4,2
59239,0,4,2
59240,0,4,2
59241,0,2,2
59242,0,2,1
59243,50,2,1
59244,50,2,2
59245,0,1,1
59246,0,3,1
59247,0,3,2
59249,50,4,1
59250,50,4,2
59253,0,1,1
59254,0,2,1
59255,0,2,2
59256,1200,5,2
59257,1200,5,1
59261,49000,2,1
59262,49000,2,2
59263,4075,4,2
59264,4075,4,1
59265,4075,4,2
59267,0,2,1
59268,0,2,2
59269,0,6,1
59270,0,6,2
59275,12000,2,2
59276,12000,2,1
59277,3450,2,2
59278,3450,2,1
59279,3825,3,1
59280,3825,3,2
59281,3825,3,2
59282,0,2,2
59283,0,2,1
59284,0,1,1
59285,0,2,1
59287,18500,3,2
59288,18500,3,2
59289,18500,3,1
59290,550,3,1
59291,550,3,2
59292,550,3,2
59293,0,2,1
59294,0,2,2
59295,0,3,2
59296,0,3,1
59298,0,2,1
59299,0,2,2
59300,50,3,1
59301,50,3,2
59302,50,3,2
59303,20000,2,1
59304,20000,2,2
59305,525,1,1
59306,25,1,1
59307,0,4,2
59308,0,4,2
59309,0,4,1
59311,0,4,1
59312,0,4,2
59313,0,4,2
59314,0,4,2
59315,0,1,1
59316,0,2,1
59318,44000,1,1
59319,350,2,1
59320,350,2,2
59321,1650,1,1
59322,36525,2,2
59323,36525,2,1
59324,0,1,1
59325,3400,1,1
59326,0,2,2
59327,0,2,1
59328,6800,2,1
59329,6800,2,2
59330,0,1,1
59331,2200,1,1
59332,0,1,1
59333,0,1,1
59334,0,7,1
59335,0,7,2
59336,0,7,2
59341,500,2,2
59342,500,2,1
59343,0,5,1
59348,0,4,1
59349,0,4,2
59350,0,4,2
59351,0,4,2
59352,0,2,1
59353,0,2,2
59354,0,2,1
59355,0,2,2
59356,0,3,1
59357,0,3,2
59358,0,3,2
59359,0,1,1
59360,14125,2,1
59361,14125,2,2
59362,0,2,1
59363,0,2,2
59364,7000,2,1
59365,7000,2,2
59366,0,6,1
59367,0,6,2
59372,0,1,1
59373,150,4,2
59374,150,4,1
59377,0,4,1
59378,0,4,2
59379,0,4,2
59381,0,1,1
59382,0,1,1
59383,825,2,1
59384,825,2,2
59385,0,4,2
59386,0,4,1
59389,0,2,1
59390,0,2,2
59391,0,1,1
59392,13500,1,1
59393,775,1,1
59394,0,2,1
59395,0,2,2
59396,5000,2,2
59397,5000,2,1
59398,0,3,2
59399,0,3,1
59401,0,2,1
59403,100,1,1
59404,0,1,1
59405,0,1,1
59406,0,1,1
59407,0,3,2
59408,0,3,1
59410,1175,2,2
59411,1175,2,1
59412,0,2,1
59414,0,1,1
59415,800,1,1
59416,0,5,1
59421,0,2,2
59422,0,2,1
59423,0,1,1
59424,0,1,1
59425,4250,2,2
59426,4250,2,1
59427,2500,1,1
59428,0,1,1
59429,0,4,1
59430,0,4,2
59433,50,3,1
59434,50,3,2
59436,0,5,2
59437,0,5,1
59441,7750,1,1
59442,0,1,1
59443,500,2,1
59444,500,2,2
59445,0,4,2
59446,0,4,1
59449,230000,2,1
59450,230000,2,2
59451,1900,3,2
59452,1900,3,1
59453,1900,3,2
59454,1175,3,1
59455,1175,3,2
59457,0,3,1
59458,0,3,2
59460,0,2,1
59461,0,2,2
59462,0,2,2
59463,0,2,1
59464,0,2,2
59465,0,2,1
59466,0,2,1
59467,0,2,2
59468,13500,1,1
59469,0,4,2
59470,0,4,1
59471,0,4,2
59472,0,4,2
59473,2650,5,2
59474,2650,5,1
59475,2650,5,2
59476,2650,5,2
59478,25,2,1
59479,25,2,2
59480,0,1,1
59481,12650,2,2
59482,12650,2,1
59483,525,2,1
59484,525,2,2
59485,175,2,2
59486,175,2,1
59487,0,3,2
59488,0,3,1
59490,0,2,2
59491,0,2,1
59492,50,1,1
59493,0,1,1
59494,0,4,1
59495,0,4,2
59498,6000,2,2
59499,6000,2,1
59500,50,2,1
59501,50,2,2
59502,50,1,1
59503,0,1,1
59504,0,1,1
59505,800,1,1
59506,0,2,2
59507,0,2,1
59508,0,1,1
59509,145000,2,2
59510,145000,2,1
59511,0,1,1
59512,4100,1,1
59513,125,3,1
59514,125,3,2
59515,125,3,2
59516,0,1,1
59517,25,3,1
59518,25,3,2
59519,25,3,2
59520,0,2,1
59522,72000,2,2
59523,72000,2,1
59524,0,5,2
59525,0,5,1
59529,18625,3,1
59530,18625,3,2
59531,18625,3,2
59532,3100,2,1
59533,3100,2,2
59534,300,2,2
59535,300,2,1
59536,900,1,1
59537,0,5,2
59538,0,5,1
59539,0,5,2
59540,0,5,2
59542,325,4,1
59543,325,4,2
59544,325,4,2
59545,325,4,2
59546,0,2,2
59547,0,2,1
59548,11000,1,1
59549,375,2,2
59550,375,2,1
59551,1125,2,1
59552,1125,2,2
59553,0,1,1
59554,250,2,1
59555,250,2,2
59556,16500,4,2
59557,16500,4,1
59560,0,1,1
59561,25,4,1
59562,25,4,2
59563,25,4,2
59564,25,4,2
59565,2400,1,1
59566,1825,2,1
59567,1825,2,2
59568,0,4,2
59569,0,4,1
59570,0,4,2
59571,0,4,2
59572,200,1,1
59573,127500,2,2
59574,127500,2,1
59575,0,2,1
59576,0,2,2
59577,0,1,1
59578,0,1,1
59579,0,4,1
59580,0,4,2
59583,175,2,1
59584,175,2,2
59585,550,4,2
59586,550,4,1
59587,550,4,2
59589,0,3,2
59590,0,3,1
59592,3700,2,1
59593,3700,2,2
59594,177500,4,1
59595,177500,4,2
59598,0,2,1
59599,0,2,2
59600,0,2,1
59601,0,2,2
59602,150,4,1
59603,150,4,2
59606,300,1,1
59607,0,1,1
59608,0,2,1
59609,0,2,2
59610,0,1,1
59611,8750,1,1
59612,0,1,1
59613,0,2,2
59614,0,2,1
59615,0,1,1
59616,575,1,1
59617,0,4,2
59618,0,4,1
59621,0,3,1
59622,0,3,2
59624,0,1,1
59625,0,1,1
59626,0,2,1
59627,0,2,2
59628,0,1,1
59629,575,3,1
59630,575,3,2
59632,0,4,2
59633,0,4,1
59634,0,4,2
59635,0,4,2
59636,0,4,1
59637,0,4,2
59639,0,4,2
59640,0,1,1
59641,0,5,1
59642,0,5,2
59646,0,2,1
59647,0,2,2
59648,0,3,1
59649,0,3,2
59650,0,3,2
59651,5400,3,1
59652,5400,3,2
59653,5400,3,2
59654,0,1,1
59655,0,1,1
59656,650,1,1
59657,0,1,1
59658,0,1,1
59659,0,1,1
59660,95000,1,1
59661,0,4,1
59662,0,4,2
59665,0,2,1
59666,0,2,2
59667,4800,2,1
59668,4800,2,2
59669,0,2,2
59670,0,2,1
59671,0,1,1
59672,0,2,2
59673,0,2,1
59674,0,3,1
59675,0,3,2
59676,0,3,2
59677,25,2,2
59678,25,2,1
59679,0,2,2
59680,0,2,1
59681,2700,2,1
59682,2700,2,2
59683,21000,5,2
59684,21000,5,1
59687,21000,5,2
59688,0,2,1
59689,0,2,2
59690,25,1,1
59691,65000,2,1
59692,65000,2,2
59693,0,1,1
59694,8050,2,2
59695,8050,2,1
59696,0,3,1
59697,0,3,2
59699,0,4,1
59700,0,4,2
59703,0,4,2
59704,0,4,1
59707,0,3,1
59708,0,3,2
59710,0,2,2
59711,0,2,1
59712,25,2,1
59713,25,2,2
59714,4925,2,2
59715,4925,2,1
59716,0,2,2
59717,0,2,1
59718,0,2,1
59719,0,2,2
59720,725,2,2
59721,725,2,1
59722,0,1,1
59723,0,1,1
59724,0,5,1
59725,0,5,2
59729,75,1,1
59730,0,3,1
59731,0,3,2
59732,0,3,2
59733,3100,2,2
59734,3100,2,1
59735,82000,2,1
59736,82000,2,2
59737,225,2,1
59738,225,2,2
59739,500,2,1
59740,500,2,2
59741,0,4,2
59742,0,4,1
59745,850,1,1
59746,25,3,2
59747,25,3,1
59749,25,5,2
59750,25,5,1
59753,25,5,2
59754,0,4,1
59755,0,4,2
59758,5500,3,1
59759,5500,3,2
59761,12000,1,1
59762,0,1,1
59763,20400,2,1
59764,20400,2,2
59765,0,2,1
59766,0,2,2
59767,0,1,1
59768,0,1,1
59769,1925,2,1
59770,1925,2,2
59771,250,4,1
59772,250,4,2
59775,0,1,1
59776,0,1,1
59777,1800,3,1
59778,1800,3,2
59779,1800,3,2
59780,0,4,2
59781,0,4,1
59782,0,4,2
59784,0,1,1
59785,50,3,2
59786,50,3,1
59787,50,3,2
59788,0,1,1
59789,4300,1,1
59790,3950,2,2
59791,3950,2,1
59792,75000,4,1
59793,75000,4,2
59796,0,2,1
59797,0,2,2
59798,0,2,1
59799,0,2,2
59800,11000,1,1
59801,0,4,1
59802,0,4,2
59803,0,4,2
59804,0,4,2
59805,0,2,2
59806,0,2,1
59807,0,3,1
59810,-650,3,2
59811,-650,3,1
59812,-650,3,2
59813,26000,1,1
59814,0,1,1
59815,6500,1,1
59816,0,2,1
59818,39025,4,2
59819,39025,4,1
59822,0,4,1
59823,0,4,2
59826,3400,2,1
59827,3400,2,2
59828,0,3,1
59829,0,3,2
59831,0,1,1
59832,0,3,1
59833,0,3,2
59834,0,3,2
59835,3600,1,1
59836,100,6,1
59837,100,6,2
59838,100,6,2
59839,100,6,2
59840,100,6,2
59841,100,6,2
59842,0,2,2
59843,0,2,1
59844,0,2,2
59845,0,2,1
59846,0,1,1
59847,0,2,1
59849,0,4,1
59850,0,4,2
59851,0,4,2
59853,125,3,1
59854,125,3,2
59855,125,3,2
59856,0,2,2
59857,0,2,1
59858,0,1,1
59859,64000,4,2
59860,64000,4,1
59863,0,1,1
59864,875,2,1
59865,875,2,2
59866,4650,2,2
59867,4650,2,1
59868,1050,5,1
59869,1050,5,2
59873,0,2,2
59874,0,2,1
59875,0,1,1
59876,0,2,1
59877,0,2,2
59878,0,4,2
59879,0,4,1
59881,0,4,2
59882,0,1,1
59883,325,2,1
59884,325,2,2
59885,0,1,1
59886,0,2,1
59887,0,2,2
59888,33000,1,1
59889,0,2,2
59890,0,2,1
59891,97725,4,1
59892,97725,4,2
59895,26000,4,2
59896,26000,4,1
59897,26000,4,2
59898,26000,4,2
59899,0,3,1
59900,0,3,2
59902,0,2,1
59903,0,2,2
59904,4150,2,1
59905,4150,2,2
59906,45025,3,2
59907,45025,3,1
59909,14025,4,2
59910,14025,4,1
59913,0,1,1
59914,0,1,1
59915,0,2,2
59916,0,2,1
59917,0,2,1
59918,0,2,2
59919,200,1,1
59920,0,1,1
59921,0,1,1
59922,1500,1,1
59923,9000,1,1
59924,250,1,1
59925,0,1,1
59926,0,1,1
59927,0,1,1
59928,0,2,2
59929,0,2,1
59930,1900,1,1
59931,2700,5,2
59935,2700,5,1
59936,775,2,1
59937,775,2,2
59938,750,1,1
59939,0,2,1
59940,0,2,2
59941,6500,3,2
59942,6500,3,1
59944,7000,2,1
59945,7000,2,2
59946,0,3,1
59947,0,3,2
59949,575,2,1
59950,0,1,1
59951,575,2,2
59952,475,2,2
59953,475,2,1
59954,3200,3,1
59955,3200,3,2
59956,3200,3,2
59957,135000,2,2
59958,135000,2,1
59959,92000,2,2
59960,92000,2,1
59961,24500,6,2
59962,24500,6,2
59963,24500,6,2
59964,24500,6,1
59967,19000,2,2
59968,19000,2,1
59969,0,1,1
59970,0,4,1
59971,0,4,2
59972,0,4,2
59974,75,4,2
59975,75,4,1
59978,-875,2,1
59979,-875,2,2
59980,0,1,1
59981,0,1,1
59982,550,1,1
59983,0,4,2
59984,0,4,1
59985,0,4,2
59986,0,1,1
59987,0,4,2
59988,0,2,1
59989,0,2,2
59990,5250,1,1
59991,0,1,1
59992,0,4,2
59993,0,4,1
59996,0,1,1
59997,0,4,1
60001,0,2,1
60002,0,2,2
60003,0,2,1
60004,0,2,2
60005,0,2,1
60007,3800,1,1
60008,0,1,1
60009,875,3,1
60010,875,3,2
60011,875,3,2
60012,100,1,1
60013,0,1,1
60014,0,2,1
60015,0,2,2
60016,450,3,1
60017,450,3,2
60019,0,1,1
60020,419000,5,2
60021,419000,5,1
60022,419000,5,2
60023,419000,5,2
60024,419000,5,2
60025,0,1,1
60026,675,2,1
60027,675,2,2
60028,0,4,1
60029,0,4,2
60032,125,3,1
60033,125,3,2
60034,125,3,2
60035,75,2,1
60036,75,2,2
60037,0,2,2
60038,0,2,1
60039,0,7,2
60040,0,7,1
60046,0,3,1
60047,0,3,2
60048,0,3,2
60049,150,1,1
60050,25,4,1
60051,25,4,2
60052,250,1,1
60053,25,4,2
60055,50000,2,1
60056,50000,2,2
60057,0,1,1
60058,0,2,1
60060,11500,3,2
60061,11500,3,1
60062,11500,3,2
60063,0,1,1
60064,17000,3,1
60065,17000,3,2
60067,0,2,1
60069,0,1,1
60070,475,2,1
60071,475,2,2
60072,0,1,1
60073,0,1,1
60074,0,2,2
60075,0,2,1
60076,0,1,1
60077,-800,1,1
60078,0,3,1
60079,0,3,2
60081,0,2,1
60083,-1975,4,1
60084,-1975,4,2
60085,-1975,4,2
60086,-1975,4,2
60087,625,4,2
60088,625,4,1
60091,0,2,2
60092,0,2,1
60093,125,2,1
60094,125,2,2
60095,50,2,1
60096,50,2,2
60097,0,1,1
60098,114000,4,1
60099,114000,4,2
60102,0,1,1
60103,0,1,1
60104,0,1,1
60105,0,2,2
60106,0,2,1
60107,0,2,1
60108,0,2,2
60109,100,2,2
60110,100,2,1
60111,0,2,1
60112,0,2,2
60113,0,1,1
60114,0,1,1
60115,0,1,1
60116,775,4,1
60117,775,4,2
60118,775,4,2
60119,775,4,2
60120,175,2,2
60121,175,2,1
60122,62525,2,2
60123,62525,2,1
60124,0,2,2
60125,0,2,1
60126,0,2,1
60127,0,2,2
60128,0,1,1
60129,-1350,2,1
60130,-1350,2,2
60131,8500,2,1
60132,8500,2,2
60133,4300,1,1
60134,9000,1,1
60135,2000,2,1
60136,2000,2,2
60137,0,3,2
60138,0,3,1
60140,0,2,1
60141,0,2,2
60142,0,2,2
60143,0,2,1
60144,0,4,2
60145,0,4,1
60148,0,2,1
60149,0,2,2
60150,30050,2,2
60151,30050,2,1
60152,0,1,1
60153,3450,2,1
60154,3450,2,2
60155,0,1,1
60156,0,1,1
60157,0,1,1
60158,0,1,1
60159,3700,2,1
60160,3700,2,2
60161,0,2,1
60162,0,2,2
60163,4000,4,1
60167,0,4,2
60168,0,4,1
60171,0,1,1
60172,0,2,2
60173,0,2,1
60174,0,4,2
60175,0,4,1
60178,0,3,2
60179,0,3,1
60181,50,2,1
60182,50,2,2
60183,0,2,1
60184,0,2,2
60185,0,3,2
60186,0,3,1
60188,0,4,1
60189,0,4,2
60192,22375,4,2
60193,22375,4,2
60194,22375,4,2
60195,22375,4,1
60196,5500,2,1
60197,5500,2,2
60198,5250,1,1
60199,200,2,2
60200,200,2,1
60201,525,1,1
60202,0,2,1
60203,0,2,2
60204,2100,5,2
60205,2100,5,1
60206,2100,5,2
60209,21000,2,1
60210,21000,2,2
60211,0,1,1
60212,0,2,2
60213,0,2,1
60214,4500,2,1
60215,4500,2,2
60216,85000,1,1
60217,0,2,2
60218,0,2,1
60219,0,3,1
60220,0,3,2
60221,0,3,2
60222,0,1,1
60223,15500,4,2
60224,15500,4,1
60227,14500,1,1
60228,0,3,1
60229,0,3,2
60230,0,3,2
60231,2300,1,1
60232,1350,1,1
60233,0,1,1
60234,0,1,1
60235,0,2,2
60236,0,2,1
60237,0,1,1
60238,17650,2,2
60239,17650,2,1
60240,0,1,1
60241,0,2,2
60242,0,2,1
60243,15550,4,1
60244,15550,4,2
60247,0,4,1
60251,0,1,1
60252,350,6,2
60253,350,6,1
60254,350,6,2
60256,350,6,2
60257,350,6,2
60258,0,2,2
60259,0,2,1
60260,0,1,1
60261,0,2,2
60262,0,2,1
60263,13300,2,1
60264,13300,2,2
60265,0,2,2
60266,0,2,1
60267,0,3,2
60268,0,3,1
60270,-950,1,1
60271,0,1,1
60272,0,4,2
60273,0,4,1
60274,0,4,2
60275,0,4,2
60276,0,6,1
60277,0,6,2
60282,0,5,1
60283,0,5,2
60284,0,5,2
60287,0,1,1
60288,0,1,1
60289,0,1,1
60290,0,2,2
60291,0,2,1
60292,0,4,2
60293,0,4,1
60296,0,2,1
60297,0,2,2
60298,0,1,1
60299,0,1,1
60300,275,5,2
60301,275,5,1
60305,0,1,1
60306,0,2,1
60307,0,2,2
60308,0,2,1
60309,0,2,2
60310,1200,1,1
60311,5075,4,1
60312,5075,4,2
60313,5075,4,2
60314,5075,4,2
60315,0,1,1
60316,0,2,1
60317,0,2,2
60318,0,2,1
60319,0,2,2
60320,0,1,1
60321,150,2,1
60322,150,2,2
60323,37000,1,1
60324,0,4,2
60325,0,4,1
60326,0,4,2
60327,0,4,2
60328,400,2,1
60329,400,2,2
60330,50,1,1
60331,50,2,1
60332,50,2,2
60333,0,5,1
60334,0,5,2
60338,0,4,2
60339,0,4,1
60340,0,4,2
60342,100,2,1
60343,100,2,2
60344,0,2,1
60345,0,2,2
60346,0,2,1
60347,0,2,2
60348,0,2,2
60349,0,2,1
60350,0,2,1
60351,0,2,2
60352,0,4,2
60353,0,4,1
60356,167500,4,2
60357,167500,4,1
60358,167500,4,2
60359,167500,4,2
60360,8100,2,2
60361,8100,2,1
60362,750,3,1
60363,750,3,2
60364,750,3,2
60365,25,2,2
60366,25,2,1
60367,25,2,2
60368,25,2,1
60369,0,1,1
60370,0,5,2
60371,0,5,1
60372,0,5,2
60373,0,5,2
60374,0,5,2
60375,50,2,1
60376,50,2,2
60377,4125,4,2
60378,4125,4,1
60379,4125,4,2
60381,0,2,1
60382,0,2,2
60383,0,1,1
60384,0,4,2
60385,0,4,1
60386,0,4,2
60388,300,1,1
60389,325,2,2
60390,325,2,1
60391,0,1,1
60392,175,1,1
60393,9500,1,1
60394,0,2,1
60395,0,2,2
60396,1150,1,1
60397,0,5,2
60398,0,5,1
60402,0,3,1
60403,0,3,2
60404,0,3,2
60405,0,2,2
60406,0,2,1
60407,170000,2,1
60408,170000,2,2
60409,0,1,1
60410,25,3,2
60411,25,3,1
60413,25,4,2
60414,25,4,1
60417,0,4,1
60418,0,4,2
60421,8750,4,1
60422,8750,4,2
60423,8750,4,2
60425,75,5,1
60430,0,1,1
60431,5075,3,2
60432,5075,3,1
60434,0,2,1
60435,0,2,2
60436,0,2,1
60438,0,2,1
60439,0,2,2
60440,0,1,1
60441,1450,1,1
60442,950,2,1
60443,950,2,2
60444,0,1,1
60445,0,2,1
60446,0,2,2
60447,0,2,1
60448,0,2,2
60449,425,2,2
60450,425,2,1
60451,0,2,2
60452,0,2,1
60453,0,3,1
60454,0,3,2
60456,0,2,2
60457,0,2,1
60458,0,1,1
60459,14475,3,2
60460,14475,3,1
60461,14475,3,2
60462,0,2,2
60463,0,2,1
60464,250,4,1
60465,250,4,2
60466,250,4,2
60468,0,4,1
60469,0,4,2
60472,0,5,2
60473,0,5,1
60477,0,2,2
60478,0,2,1
60479,0,2,1
60480,0,2,2
60481,0,2,1
60482,0,2,2
60483,0,3,1
60486,25,6,1
60487,25,6,2
60488,25,6,2
60489,25,6,2
60490,25,6,2
60491,25,6,2
60492,-25,5,1
60493,-25,5,2
60494,-25,5,2
60495,-25,5,2
60496,-25,5,2
60497,0,4,1
60498,0,4,2
60501,0,4,1
60502,0,4,2
60505,0,1,1
60506,250,2,2
60507,250,2,1
60508,50,2,1
60509,50,2,2
60510,0,5,1
60511,0,5,2
60515,0,3,2
60516,0,3,2
60517,0,3,1
60518,0,1,1
60519,0,5,2
60520,0,5,1
60524,900,1,1
60525,25,3,1
60526,25,3,2
60527,25,3,2
60528,52500,1,1
60529,82500,1,1
60530,0,1,1
60531,0,2,1
60532,0,2,2
60533,0,1,1
60534,1200,1,1
60535,0,4,1
60536,0,4,2
60539,-2450,4,2
60540,-2450,4,1
60541,-2450,4,2
60542,-2450,4,2
60543,0,5,1
60545,0,5,2
60546,0,5,2
60550,5750,3,1
60551,425,4,1
60552,425,4,2
60555,0,1,1
60556,0,2,1
60557,0,2,2
60558,0,1,1
60559,0,2,2
60560,0,2,1
60561,2250,2,1
60562,2250,2,2
60563,225,1,1
60564,0,2,1
60566,74000,2,2
60567,74000,2,1
60568,50,1,1
60569,975,1,1
60570,0,2,1
60571,0,2,2
60572,0,3,1
60573,0,3,2
60575,0,2,1
60576,0,2,2
60577,0,1,1
60578,350,2,2
60579,350,2,1
60580,0,4,1
60581,0,4,2
60584,0,1,1
60585,0,2,1
60586,0,2,2
60587,0,2,2
60588,0,2,1
60589,200,2,1
60590,200,2,2
60591,11750,4,1
60592,11750,4,2
60593,11750,4,2
60594,11750,4,2
60595,18000,2,2
60596,18000,2,1
60597,0,1,1
60598,0,4,2
60599,0,4,2
60600,0,4,1
